Bin	Rank	Count	Hamming_distance	Match
(0.0, 0.05)	Genus	1136	5	False
(0.0, 0.05)	Genus	792	4	False
(0.0, 0.05)	Genus	557	3	False
(0.0, 0.05)	Kingdom	468	5	True
(0.0, 0.05)	Kingdom	450	0	True
(0.0, 0.05)	Kingdom	442	4	True
(0.0, 0.05)	Kingdom	422	3	True
(0.0, 0.05)	Kingdom	411	2	True
(0.0, 0.05)	Genus	376	2	False
(0.0, 0.05)	Family	333	5	False
(0.0, 0.05)	Class	321	3	False
(0.0, 0.05)	Class	311	4	False
(0.0, 0.05)	Class	309	5	False
(0.0, 0.05)	Kingdom	307	1	True
(0.0, 0.05)	Order	302	0	True
(0.0, 0.05)	Family	271	4	False
(0.0, 0.05)	Family	234	3	False
(0.0, 0.05)	Class	227	2	False
(0.0, 0.05)	Phylum	219	3	False
(0.0, 0.05)	Phylum	214	5	False
(0.0, 0.05)	Order	198	5	False
(0.0, 0.05)	Species	198	0	False
(0.0, 0.05)	Order	189	4	False
(0.0, 0.05)	Phylum	182	2	False
(0.0, 0.05)	Phylum	175	4	False
(0.0, 0.05)	Class	155	0	True
(0.0, 0.05)	Species	139	1	True
(0.0, 0.05)	Family	128	2	False
(0.0, 0.05)	Genus	127	1	False
(0.0, 0.05)	Class	126	1	False
(0.0, 0.05)	Order	125	3	False
(0.0, 0.05)	Order	119	2	False
(0.0, 0.05)	Family	87	1	False
(0.0, 0.05)	Phylum	80	1	False
(0.0, 0.05)	Order	57	1	False
(0.0, 0.05)	Family	42	0	True
(0.0, 0.05)	Phylum	29	3	True
(0.0, 0.05)	Phylum	28	0	True
(0.0, 0.05)	Phylum	26	4	True
(0.0, 0.05)	Phylum	23	5	True
(0.0, 0.05)	Order	21	1	True
(0.0, 0.05)	Phylum	17	1	True
(0.0, 0.05)	Species	15	2	True
(0.0, 0.05)	Phylum	12	2	True
(0.0, 0.05)	Class	12	1	True
(0.0, 0.05)	Species	10	3	True
(0.0, 0.05)	Genus	10	0	False
(0.0, 0.05)	Order	8	3	True
(0.0, 0.05)	Class	8	3	True
(0.0, 0.05)	Phylum	6	0	False
(0.0, 0.05)	Species	5	5	True
(0.0, 0.05)	Species	5	4	True
(0.0, 0.05)	Order	5	2	True
(0.0, 0.05)	Kingdom	4	3	False
(0.0, 0.05)	Class	4	2	True
(0.0, 0.05)	Family	4	1	True
(0.0, 0.05)	Family	3	4	True
(0.0, 0.05)	Class	3	0	False
(0.0, 0.05)	Order	2	5	True
(0.0, 0.05)	Order	2	4	True
(0.0, 0.05)	Kingdom	2	4	False
(0.0, 0.05)	Class	1	5	True
(0.0, 0.05)	Class	1	4	True
(0.0, 0.05)	Family	1	2	True
(0.0, 0.05)	Family	1	0	False
(0.0, 0.05)	Species	408020	0	False
(0.0, 0.05)	Species	180069	5	False
(0.0, 0.05)	Species	115569	1	False
(0.0, 0.05)	Species	95535	4	False
(0.0, 0.05)	Species	86368	2	False
(0.0, 0.05)	Species	83868	3	False
(0.0, 0.05)	Class	18833	1	True
(0.0, 0.05)	Class	14885	0	True
(0.0, 0.05)	Class	11787	2	True
(0.0, 0.05)	Genus	11412	0	True
(0.0, 0.05)	Order	6619	0	True
(0.0, 0.05)	Genus	5437	2	False
(0.0, 0.05)	Class	5383	3	True
(0.0, 0.05)	Genus	4826	5	False
(0.0, 0.05)	Genus	4516	3	False
(0.0, 0.05)	Genus	4259	1	False
(0.0, 0.05)	Family	3863	0	True
(0.0, 0.05)	Genus	3754	4	False
(0.0, 0.05)	Order	3524	1	True
(0.0, 0.05)	Kingdom	2900	1	True
(0.0, 0.05)	Class	2434	4	True
(0.0, 0.05)	Family	2367	2	False
(0.0, 0.05)	Kingdom	2119	2	True
(0.0, 0.05)	Family	2090	1	False
(0.0, 0.05)	Order	2051	2	True
(0.0, 0.05)	Family	1833	1	True
(0.0, 0.05)	Family	1764	3	False
(0.0, 0.05)	Class	1696	5	True
(0.0, 0.05)	Family	1552	5	False
(0.0, 0.05)	Kingdom	1388	0	True
(0.0, 0.05)	Family	1283	4	False
(0.0, 0.05)	Kingdom	1210	3	True
(0.0, 0.05)	Genus	1106	1	True
(0.0, 0.05)	Family	1046	2	True
(0.0, 0.05)	Order	940	3	True
(0.0, 0.05)	Order	864	2	False
(0.0, 0.05)	Kingdom	643	4	True
(0.0, 0.05)	Order	627	1	False
(0.0, 0.05)	Kingdom	617	5	True
(0.0, 0.05)	Genus	605	0	False
(0.0, 0.05)	Order	538	3	False
(0.0, 0.05)	Order	466	5	False
(0.0, 0.05)	Phylum	455	2	False
(0.0, 0.05)	Family	453	3	True
(0.0, 0.05)	Phylum	408	1	True
(0.0, 0.05)	Order	397	4	False
(0.0, 0.05)	Phylum	335	1	False
(0.0, 0.05)	Phylum	334	5	False
(0.0, 0.05)	Phylum	321	3	False
(0.0, 0.05)	Class	317	2	False
(0.0, 0.05)	Order	312	4	True
(0.0, 0.05)	Class	287	5	False
(0.0, 0.05)	Phylum	287	0	True
(0.0, 0.05)	Class	284	1	False
(0.0, 0.05)	Phylum	281	2	True
(0.0, 0.05)	Class	267	3	False
(0.0, 0.05)	Family	257	4	True
(0.0, 0.05)	Class	252	4	False
(0.0, 0.05)	Phylum	237	4	False
(0.0, 0.05)	Family	206	0	False
(0.0, 0.05)	Order	172	5	True
(0.0, 0.05)	Phylum	145	3	True
(0.0, 0.05)	Family	129	5	True
(0.0, 0.05)	Genus	115	2	True
(0.0, 0.05)	Order	68	0	False
(0.0, 0.05)	Class	61	0	False
(0.0, 0.05)	Phylum	58	0	False
(0.0, 0.05)	Phylum	46	4	True
(0.0, 0.05)	Genus	43	3	True
(0.0, 0.05)	Phylum	29	5	True
(0.0, 0.05)	Genus	18	4	True
(0.0, 0.05)	Genus	7	5	True
(0.15, 0.35)	Species	31710	5	False
(0.15, 0.35)	Species	16902	4	False
(0.15, 0.35)	Species	10288	3	False
(0.15, 0.35)	Species	4658	2	False
(0.15, 0.35)	Species	1836	1	False
(0.15, 0.35)	Genus	1342	5	False
(0.15, 0.35)	Genus	897	4	False
(0.15, 0.35)	Kingdom	849	5	True
(0.15, 0.35)	Genus	730	3	False
(0.15, 0.35)	Kingdom	568	4	True
(0.15, 0.35)	Kingdom	505	1	True
(0.15, 0.35)	Genus	485	2	False
(0.15, 0.35)	Kingdom	463	3	True
(0.15, 0.35)	Kingdom	437	2	True
(0.15, 0.35)	Kingdom	367	0	True
(0.15, 0.35)	Species	359	0	False
(0.15, 0.35)	Genus	338	1	False
(0.15, 0.35)	Class	306	4	False
(0.15, 0.35)	Family	281	5	False
(0.15, 0.35)	Phylum	278	5	False
(0.15, 0.35)	Class	265	5	False
(0.15, 0.35)	Family	245	4	False
(0.15, 0.35)	Order	241	5	False
(0.15, 0.35)	Family	239	3	False
(0.15, 0.35)	Class	210	3	False
(0.15, 0.35)	Phylum	202	4	False
(0.15, 0.35)	Family	190	2	False
(0.15, 0.35)	Phylum	168	3	False
(0.15, 0.35)	Class	162	2	False
(0.15, 0.35)	Order	159	4	False
(0.15, 0.35)	Family	157	1	False
(0.15, 0.35)	Order	127	3	False
(0.15, 0.35)	Phylum	127	2	False
(0.15, 0.35)	Genus	116	0	False
(0.15, 0.35)	Class	106	1	False
(0.15, 0.35)	Phylum	101	1	False
(0.15, 0.35)	Order	93	2	False
(0.15, 0.35)	Order	80	1	False
(0.15, 0.35)	Phylum	77	1	True
(0.15, 0.35)	Phylum	65	4	True
(0.15, 0.35)	Phylum	64	2	True
(0.15, 0.35)	Family	61	0	False
(0.15, 0.35)	Phylum	60	3	True
(0.15, 0.35)	Phylum	54	5	True
(0.15, 0.35)	Phylum	52	0	False
(0.15, 0.35)	Phylum	51	0	True
(0.15, 0.35)	Class	36	0	False
(0.15, 0.35)	Class	19	0	True
(0.15, 0.35)	Class	18	1	True
(0.15, 0.35)	Order	14	0	False
(0.15, 0.35)	Class	7	2	True
(0.15, 0.35)	Order	7	1	True
(0.15, 0.35)	Order	4	0	True
(0.15, 0.35)	Kingdom	2	4	False
(0.15, 0.35)	Kingdom	2	1	False
(0.15, 0.35)	Kingdom	1	3	False
(0.15, 0.35)	Order	1	2	True
(0.15, 0.35)	Kingdom	1	2	False
(0.05, 0.15)	Species	65953	0	False
(0.05, 0.15)	Species	64391	5	False
(0.05, 0.15)	Species	48700	1	False
(0.05, 0.15)	Species	47353	4	False
(0.05, 0.15)	Species	46571	3	False
(0.05, 0.15)	Species	45759	2	False
(0.05, 0.15)	Genus	2106	5	False
(0.05, 0.15)	Genus	1617	4	False
(0.05, 0.15)	Genus	1312	3	False
(0.05, 0.15)	Kingdom	1013	3	True
(0.05, 0.15)	Kingdom	934	4	True
(0.05, 0.15)	Kingdom	918	2	True
(0.05, 0.15)	Kingdom	908	5	True
(0.05, 0.15)	Genus	881	0	True
(0.05, 0.15)	Genus	870	2	False
(0.05, 0.15)	Class	818	4	False
(0.05, 0.15)	Class	777	3	False
(0.05, 0.15)	Phylum	753	3	False
(0.05, 0.15)	Class	731	2	False
(0.05, 0.15)	Kingdom	723	1	True
(0.05, 0.15)	Class	698	5	False
(0.05, 0.15)	Phylum	632	4	False
(0.05, 0.15)	Phylum	620	2	False
(0.05, 0.15)	Phylum	555	5	False
(0.05, 0.15)	Family	550	4	False
(0.05, 0.15)	Family	522	5	False
(0.05, 0.15)	Class	491	1	False
(0.05, 0.15)	Family	480	2	False
(0.05, 0.15)	Family	479	3	False
(0.05, 0.15)	Genus	473	1	False
(0.05, 0.15)	Order	470	5	False
(0.05, 0.15)	Genus	461	1	True
(0.05, 0.15)	Phylum	424	1	False
(0.05, 0.15)	Order	406	3	False
(0.05, 0.15)	Order	384	4	False
(0.05, 0.15)	Kingdom	328	0	True
(0.05, 0.15)	Family	325	1	False
(0.05, 0.15)	Order	288	2	False
(0.05, 0.15)	Genus	249	2	True
(0.05, 0.15)	Family	243	0	False
(0.05, 0.15)	Phylum	187	0	False
(0.05, 0.15)	Class	161	0	False
(0.05, 0.15)	Order	139	1	False
(0.05, 0.15)	Genus	106	0	False
(0.05, 0.15)	Order	69	0	False
(0.05, 0.15)	Genus	56	3	True
(0.05, 0.15)	Genus	47	4	True
(0.05, 0.15)	Genus	15	5	True
(0.05, 0.15)	Kingdom	3	3	False
(0.05, 0.15)	Kingdom	2	5	False
(0.05, 0.15)	Kingdom	1	2	False
(0.0, 0.05)	Species	652251	0	True
(0.0, 0.05)	Species	167912	5	False
(0.0, 0.05)	Species	84574	4	False
(0.0, 0.05)	Species	68108	3	False
(0.0, 0.05)	Species	59074	2	False
(0.0, 0.05)	Species	37406	1	False
(0.0, 0.05)	Species	23627	1	True
(0.0, 0.05)	Class	13258	1	True
(0.0, 0.05)	Class	11057	0	True
(0.0, 0.05)	Class	8966	2	True
(0.0, 0.05)	Family	7635	0	True
(0.0, 0.05)	Order	7318	0	True
(0.0, 0.05)	Genus	4331	2	False
(0.0, 0.05)	Class	4328	3	True
(0.0, 0.05)	Genus	4314	5	False
(0.0, 0.05)	Order	4066	1	True
(0.0, 0.05)	Genus	3995	3	False
(0.0, 0.05)	Genus	3823	1	False
(0.0, 0.05)	Genus	3354	4	False
(0.0, 0.05)	Kingdom	2352	1	True
(0.0, 0.05)	Order	2267	2	True
(0.0, 0.05)	Family	2211	2	False
(0.0, 0.05)	Class	2106	4	True
(0.0, 0.05)	Family	2080	1	False
(0.0, 0.05)	Kingdom	1900	2	True
(0.0, 0.05)	Family	1697	3	False
(0.0, 0.05)	Kingdom	1497	0	True
(0.0, 0.05)	Family	1415	5	False
(0.0, 0.05)	Class	1406	5	True
(0.0, 0.05)	Family	1212	4	False
(0.0, 0.05)	Kingdom	996	3	True
(0.0, 0.05)	Order	860	3	True
(0.0, 0.05)	Species	730	2	True
(0.0, 0.05)	Order	632	2	False
(0.0, 0.05)	Kingdom	614	5	True
(0.0, 0.05)	Family	548	1	True
(0.0, 0.05)	Kingdom	546	4	True
(0.0, 0.05)	Order	526	1	False
(0.0, 0.05)	Order	416	4	True
(0.0, 0.05)	Order	408	3	False
(0.0, 0.05)	Order	397	5	False
(0.0, 0.05)	Phylum	346	2	False
(0.0, 0.05)	Order	343	4	False
(0.0, 0.05)	Phylum	339	1	True
(0.0, 0.05)	Species	295	3	True
(0.0, 0.05)	Phylum	293	3	False
(0.0, 0.05)	Genus	288	0	True
(0.0, 0.05)	Phylum	282	5	False
(0.0, 0.05)	Species	263	4	True
(0.0, 0.05)	Species	248	5	True
(0.0, 0.05)	Phylum	248	1	False
(0.0, 0.05)	Class	242	5	False
(0.0, 0.05)	Class	241	3	False
(0.0, 0.05)	Class	234	2	False
(0.0, 0.05)	Class	222	4	False
(0.0, 0.05)	Phylum	221	0	True
(0.0, 0.05)	Phylum	204	4	False
(0.0, 0.05)	Genus	202	0	False
(0.0, 0.05)	Phylum	200	2	True
(0.0, 0.05)	Family	188	2	True
(0.0, 0.05)	Class	165	1	False
(0.0, 0.05)	Order	155	5	True
(0.0, 0.05)	Family	154	0	False
(0.0, 0.05)	Species	143	0	False
(0.0, 0.05)	Phylum	91	3	True
(0.0, 0.05)	Family	81	3	True
(0.0, 0.05)	Phylum	47	4	True
(0.0, 0.05)	Phylum	37	5	True
(0.0, 0.05)	Family	32	4	True
(0.0, 0.05)	Genus	21	1	True
(0.0, 0.05)	Order	20	0	False
(0.0, 0.05)	Family	12	5	True
(0.0, 0.05)	Phylum	8	0	False
(0.0, 0.05)	Class	7	0	False
(0.0, 0.05)	Genus	4	3	True
(0.0, 0.05)	Kingdom	1	5	False
(0.0, 0.05)	Genus	1	4	True
(0.0, 0.05)	Kingdom	1	4	False
(0.0, 0.05)	Genus	1	2	True
(0.05, 0.15)	Species	132279	5	False
(0.05, 0.15)	Species	130872	2	False
(0.05, 0.15)	Species	116649	3	False
(0.05, 0.15)	Species	107478	1	False
(0.05, 0.15)	Species	101274	4	False
(0.05, 0.15)	Species	46600	0	False
(0.05, 0.15)	Family	18131	1	True
(0.05, 0.15)	Family	15775	0	True
(0.05, 0.15)	Family	10626	2	True
(0.05, 0.15)	Genus	6027	0	True
(0.05, 0.15)	Phylum	4887	1	True
(0.05, 0.15)	Family	4458	3	True
(0.05, 0.15)	Genus	4187	1	True
(0.05, 0.15)	Order	3628	1	True
(0.05, 0.15)	Phylum	3355	2	True
(0.05, 0.15)	Genus	3120	2	False
(0.05, 0.15)	Genus	2978	5	False
(0.05, 0.15)	Genus	2717	1	False
(0.05, 0.15)	Phylum	2645	0	True
(0.05, 0.15)	Order	2599	0	True
(0.05, 0.15)	Genus	2453	3	False
(0.05, 0.15)	Order	2303	2	True
(0.05, 0.15)	Genus	2155	4	False
(0.05, 0.15)	Family	1840	2	False
(0.05, 0.15)	Kingdom	1828	1	True
(0.05, 0.15)	Genus	1737	2	True
(0.05, 0.15)	Family	1722	4	True
(0.05, 0.15)	Class	1573	1	True
(0.05, 0.15)	Family	1560	1	False
(0.05, 0.15)	Phylum	1553	3	True
(0.05, 0.15)	Family	1472	3	False
(0.05, 0.15)	Kingdom	1463	2	True
(0.05, 0.15)	Class	1097	0	True
(0.05, 0.15)	Class	1061	2	False
(0.05, 0.15)	Order	977	3	True
(0.05, 0.15)	Family	965	4	False
(0.05, 0.15)	Class	954	2	True
(0.05, 0.15)	Kingdom	948	3	True
(0.05, 0.15)	Family	940	5	False
(0.05, 0.15)	Class	935	3	False
(0.05, 0.15)	Class	918	1	False
(0.05, 0.15)	Kingdom	787	0	True
(0.05, 0.15)	Class	779	5	False
(0.05, 0.15)	Class	725	4	False
(0.05, 0.15)	Family	720	5	True
(0.05, 0.15)	Genus	657	0	False
(0.05, 0.15)	Phylum	656	4	True
(0.05, 0.15)	Genus	603	3	True
(0.05, 0.15)	Kingdom	602	5	True
(0.05, 0.15)	Kingdom	548	4	True
(0.05, 0.15)	Class	464	3	True
(0.05, 0.15)	Order	441	2	False
(0.05, 0.15)	Order	429	4	True
(0.05, 0.15)	Order	418	5	False
(0.05, 0.15)	Order	409	3	False
(0.05, 0.15)	Order	379	4	False
(0.05, 0.15)	Phylum	359	5	True
(0.05, 0.15)	Family	352	0	False
(0.05, 0.15)	Order	276	1	False
(0.05, 0.15)	Genus	193	4	True
(0.05, 0.15)	Phylum	191	5	False
(0.05, 0.15)	Class	188	4	True
(0.05, 0.15)	Order	151	5	True
(0.05, 0.15)	Class	140	0	False
(0.05, 0.15)	Phylum	107	4	False
(0.05, 0.15)	Phylum	90	3	False
(0.05, 0.15)	Class	78	5	True
(0.05, 0.15)	Phylum	61	2	False
(0.05, 0.15)	Genus	55	5	True
(0.05, 0.15)	Order	30	0	False
(0.05, 0.15)	Phylum	21	1	False
(0.05, 0.15)	Phylum	4	0	False
(0.15, 0.35)	Species	41975	5	False
(0.15, 0.35)	Species	24306	4	False
(0.15, 0.35)	Species	16146	3	False
(0.15, 0.35)	Species	8297	2	False
(0.15, 0.35)	Species	2668	1	False
(0.15, 0.35)	Genus	1762	5	False
(0.15, 0.35)	Genus	1152	4	False
(0.15, 0.35)	Genus	922	3	False
(0.15, 0.35)	Kingdom	850	5	True
(0.15, 0.35)	Genus	622	2	False
(0.15, 0.35)	Kingdom	513	4	True
(0.15, 0.35)	Phylum	403	5	False
(0.15, 0.35)	Kingdom	398	3	True
(0.15, 0.35)	Class	363	5	False
(0.15, 0.35)	Family	345	5	False
(0.15, 0.35)	Phylum	340	4	False
(0.15, 0.35)	Species	333	0	False
(0.15, 0.35)	Phylum	332	3	False
(0.15, 0.35)	Kingdom	332	2	True
(0.15, 0.35)	Order	325	5	False
(0.15, 0.35)	Class	295	4	False
(0.15, 0.35)	Family	280	4	False
(0.15, 0.35)	Family	263	3	False
(0.15, 0.35)	Class	263	3	False
(0.15, 0.35)	Phylum	257	2	False
(0.15, 0.35)	Genus	254	1	False
(0.15, 0.35)	Kingdom	246	1	True
(0.15, 0.35)	Order	225	4	False
(0.15, 0.35)	Class	221	2	False
(0.15, 0.35)	Family	195	2	False
(0.15, 0.35)	Order	166	3	False
(0.15, 0.35)	Order	135	2	False
(0.15, 0.35)	Class	132	1	False
(0.15, 0.35)	Phylum	126	1	False
(0.15, 0.35)	Family	92	1	False
(0.15, 0.35)	Kingdom	84	0	True
(0.15, 0.35)	Order	83	1	False
(0.15, 0.35)	Genus	75	0	False
(0.15, 0.35)	Family	60	0	False
(0.15, 0.35)	Phylum	47	0	False
(0.15, 0.35)	Class	43	0	False
(0.15, 0.35)	Order	31	0	False
(0.15, 0.35)	Genus	18	1	True
(0.15, 0.35)	Genus	5	2	True
(0.15, 0.35)	Genus	2	0	True
(0.15, 0.35)	Kingdom	1	2	False
(0.15, 0.35)	Species	63011	5	False
(0.15, 0.35)	Species	39327	4	False
(0.15, 0.35)	Species	26990	3	False
(0.15, 0.35)	Species	14450	2	False
(0.15, 0.35)	Species	4847	1	False
(0.15, 0.35)	Genus	2939	5	False
(0.15, 0.35)	Genus	2133	4	False
(0.15, 0.35)	Genus	1648	3	False
(0.15, 0.35)	Kingdom	1259	5	True
(0.15, 0.35)	Class	1112	0	False
(0.15, 0.35)	Phylum	1061	3	True
(0.15, 0.35)	Phylum	1046	4	True
(0.15, 0.35)	Genus	1035	2	False
(0.15, 0.35)	Phylum	1023	5	True
(0.15, 0.35)	Kingdom	766	4	True
(0.15, 0.35)	Phylum	734	2	True
(0.15, 0.35)	Species	675	0	False
(0.15, 0.35)	Family	641	5	False
(0.15, 0.35)	Kingdom	627	3	True
(0.15, 0.35)	Family	591	3	False
(0.15, 0.35)	Family	558	4	False
(0.15, 0.35)	Genus	530	1	False
(0.15, 0.35)	Family	460	2	False
(0.15, 0.35)	Phylum	434	1	True
(0.15, 0.35)	Kingdom	414	2	True
(0.15, 0.35)	Kingdom	364	1	True
(0.15, 0.35)	Class	343	5	False
(0.15, 0.35)	Family	338	1	False
(0.15, 0.35)	Order	276	5	False
(0.15, 0.35)	Phylum	256	5	False
(0.15, 0.35)	Kingdom	252	0	True
(0.15, 0.35)	Class	247	4	False
(0.15, 0.35)	Phylum	240	0	True
(0.15, 0.35)	Order	238	4	False
(0.15, 0.35)	Order	186	3	False
(0.15, 0.35)	Class	186	3	False
(0.15, 0.35)	Genus	186	0	False
(0.15, 0.35)	Phylum	176	4	False
(0.15, 0.35)	Class	154	2	False
(0.15, 0.35)	Order	136	2	False
(0.15, 0.35)	Family	134	0	False
(0.15, 0.35)	Order	124	1	True
(0.15, 0.35)	Class	122	1	False
(0.15, 0.35)	Phylum	109	3	False
(0.15, 0.35)	Order	105	0	True
(0.15, 0.35)	Phylum	98	2	False
(0.15, 0.35)	Order	76	1	False
(0.15, 0.35)	Phylum	62	1	False
(0.15, 0.35)	Order	57	2	True
(0.15, 0.35)	Order	55	3	True
(0.15, 0.35)	Order	53	4	True
(0.15, 0.35)	Order	32	5	True
(0.15, 0.35)	Order	30	0	False
(0.15, 0.35)	Genus	18	1	True
(0.15, 0.35)	Genus	8	2	True
(0.15, 0.35)	Genus	5	3	True
(0.15, 0.35)	Kingdom	4	4	False
(0.15, 0.35)	Genus	4	0	True
(0.15, 0.35)	Genus	2	5	True
(0.15, 0.35)	Genus	2	4	True
(0.15, 0.35)	Class	2	1	True
(0.15, 0.35)	Phylum	1	0	False
(0.0, 0.05)	Species	1288902	0	True
(0.0, 0.05)	Species	50930	1	True
(0.0, 0.05)	Species	39492	5	False
(0.0, 0.05)	Species	24999	4	False
(0.0, 0.05)	Species	18375	3	False
(0.0, 0.05)	Species	11406	2	False
(0.0, 0.05)	Order	7972	0	True
(0.0, 0.05)	Species	6058	1	False
(0.0, 0.05)	Genus	1829	5	False
(0.0, 0.05)	Species	1594	2	True
(0.0, 0.05)	Genus	1257	4	False
(0.0, 0.05)	Genus	998	3	False
(0.0, 0.05)	Genus	872	2	False
(0.0, 0.05)	Phylum	871	0	True
(0.0, 0.05)	Kingdom	744	5	True
(0.0, 0.05)	Kingdom	729	0	True
(0.0, 0.05)	Genus	659	0	True
(0.0, 0.05)	Order	597	1	True
(0.0, 0.05)	Kingdom	596	1	True
(0.0, 0.05)	Genus	574	1	False
(0.0, 0.05)	Species	492	3	True
(0.0, 0.05)	Family	460	1	False
(0.0, 0.05)	Kingdom	414	4	True
(0.0, 0.05)	Family	407	2	False
(0.0, 0.05)	Kingdom	398	3	True
(0.0, 0.05)	Phylum	360	1	True
(0.0, 0.05)	Family	338	3	False
(0.0, 0.05)	Species	322	4	True
(0.0, 0.05)	Family	316	5	False
(0.0, 0.05)	Kingdom	310	2	True
(0.0, 0.05)	Family	297	4	False
(0.0, 0.05)	Phylum	240	5	False
(0.0, 0.05)	Class	225	5	False
(0.0, 0.05)	Order	216	2	True
(0.0, 0.05)	Phylum	208	2	True
(0.0, 0.05)	Species	176	5	True
(0.0, 0.05)	Order	161	5	False
(0.0, 0.05)	Class	140	4	False
(0.0, 0.05)	Order	135	5	True
(0.0, 0.05)	Order	131	4	False
(0.0, 0.05)	Phylum	123	3	True
(0.0, 0.05)	Order	122	3	False
(0.0, 0.05)	Order	120	3	True
(0.0, 0.05)	Phylum	120	3	False
(0.0, 0.05)	Order	120	1	False
(0.0, 0.05)	Order	117	4	True
(0.0, 0.05)	Order	117	2	False
(0.0, 0.05)	Phylum	117	2	False
(0.0, 0.05)	Phylum	113	4	False
(0.0, 0.05)	Class	106	3	False
(0.0, 0.05)	Family	93	0	False
(0.0, 0.05)	Class	89	2	False
(0.0, 0.05)	Class	88	1	False
(0.0, 0.05)	Phylum	83	5	True
(0.0, 0.05)	Class	83	0	True
(0.0, 0.05)	Phylum	80	4	True
(0.0, 0.05)	Phylum	67	1	False
(0.0, 0.05)	Class	45	2	True
(0.0, 0.05)	Genus	40	1	True
(0.0, 0.05)	Class	38	3	True
(0.0, 0.05)	Class	38	1	True
(0.0, 0.05)	Genus	34	0	False
(0.0, 0.05)	Species	28	0	False
(0.0, 0.05)	Class	27	4	True
(0.0, 0.05)	Family	22	0	True
(0.0, 0.05)	Order	18	0	False
(0.0, 0.05)	Class	16	5	True
(0.0, 0.05)	Class	15	0	False
(0.0, 0.05)	Phylum	4	0	False
(0.0, 0.05)	Kingdom	3	2	False
(0.0, 0.05)	Genus	2	3	True
(0.0, 0.05)	Genus	1	5	True
(0.0, 0.05)	Genus	1	2	True
(0.0, 0.05)	Species	675325	0	True
(0.0, 0.05)	Species	162416	1	True
(0.0, 0.05)	Species	62658	5	False
(0.0, 0.05)	Species	45852	4	False
(0.0, 0.05)	Species	38367	3	False
(0.0, 0.05)	Species	29882	2	True
(0.0, 0.05)	Species	26258	2	False
(0.0, 0.05)	Species	11595	1	False
(0.0, 0.05)	Species	6421	3	True
(0.0, 0.05)	Family	5271	0	True
(0.0, 0.05)	Genus	3176	5	False
(0.0, 0.05)	Genus	3091	3	False
(0.0, 0.05)	Genus	2867	2	False
(0.0, 0.05)	Genus	2759	4	False
(0.0, 0.05)	Genus	2501	1	False
(0.0, 0.05)	Species	1683	4	True
(0.0, 0.05)	Family	1370	1	True
(0.0, 0.05)	Species	1308	0	False
(0.0, 0.05)	Phylum	1010	0	True
(0.0, 0.05)	Kingdom	893	5	True
(0.0, 0.05)	Family	871	2	True
(0.0, 0.05)	Genus	754	0	False
(0.0, 0.05)	Phylum	625	1	True
(0.0, 0.05)	Kingdom	607	0	True
(0.0, 0.05)	Species	529	5	True
(0.0, 0.05)	Family	513	3	True
(0.0, 0.05)	Kingdom	511	1	True
(0.0, 0.05)	Phylum	422	2	True
(0.0, 0.05)	Kingdom	408	4	True
(0.0, 0.05)	Kingdom	362	2	True
(0.0, 0.05)	Phylum	345	3	True
(0.0, 0.05)	Kingdom	333	3	True
(0.0, 0.05)	Family	325	5	False
(0.0, 0.05)	Phylum	294	5	True
(0.0, 0.05)	Phylum	261	4	True
(0.0, 0.05)	Family	256	3	False
(0.0, 0.05)	Class	253	5	False
(0.0, 0.05)	Order	243	5	False
(0.0, 0.05)	Family	236	4	False
(0.0, 0.05)	Family	234	4	True
(0.0, 0.05)	Family	216	2	False
(0.0, 0.05)	Phylum	169	5	False
(0.0, 0.05)	Family	150	1	False
(0.0, 0.05)	Order	147	2	False
(0.0, 0.05)	Order	140	4	False
(0.0, 0.05)	Family	133	5	True
(0.0, 0.05)	Class	130	4	False
(0.0, 0.05)	Class	118	3	False
(0.0, 0.05)	Order	116	1	False
(0.0, 0.05)	Order	102	3	False
(0.0, 0.05)	Class	92	1	False
(0.0, 0.05)	Phylum	86	4	False
(0.0, 0.05)	Class	84	2	False
(0.0, 0.05)	Genus	75	0	True
(0.0, 0.05)	Phylum	63	1	False
(0.0, 0.05)	Order	59	0	True
(0.0, 0.05)	Phylum	57	3	False
(0.0, 0.05)	Phylum	43	2	False
(0.0, 0.05)	Order	42	2	True
(0.0, 0.05)	Order	31	1	True
(0.0, 0.05)	Order	14	3	True
(0.0, 0.05)	Genus	13	1	True
(0.0, 0.05)	Family	13	0	False
(0.0, 0.05)	Class	9	3	True
(0.0, 0.05)	Class	9	1	True
(0.0, 0.05)	Class	7	0	True
(0.0, 0.05)	Class	6	2	True
(0.0, 0.05)	Order	6	0	False
(0.0, 0.05)	Class	4	0	False
(0.0, 0.05)	Order	3	5	True
(0.0, 0.05)	Class	3	5	True
(0.0, 0.05)	Phylum	3	0	False
(0.0, 0.05)	Order	1	4	True
(0.0, 0.05)	Class	1	4	True
(0.0, 0.05)	Genus	1	2	True
(0.15, 0.35)	Species	74743	5	False
(0.15, 0.35)	Species	49651	4	False
(0.15, 0.35)	Species	37531	3	False
(0.15, 0.35)	Species	23980	2	False
(0.15, 0.35)	Species	10465	1	False
(0.15, 0.35)	Genus	2787	5	False
(0.15, 0.35)	Genus	2369	4	False
(0.15, 0.35)	Genus	2016	3	False
(0.15, 0.35)	Species	1682	0	False
