Bin	Rank	Count	Hamming_distance	Match
(0.15, 0.35)	Kingdom	877	5	True
(0.15, 0.35)	Kingdom	783	4	True
(0.15, 0.35)	Kingdom	704	3	True
(0.15, 0.35)	Genus	643	2	False
(0.15, 0.35)	Kingdom	590	2	True
(0.15, 0.35)	Phylum	568	5	False
(0.15, 0.35)	Phylum	561	4	False
(0.15, 0.35)	Phylum	501	3	False
(0.15, 0.35)	Class	472	4	False
(0.15, 0.35)	Class	461	5	False
(0.15, 0.35)	Family	452	5	False
(0.15, 0.35)	Class	445	3	False
(0.15, 0.35)	Species	414	0	False
(0.15, 0.35)	Phylum	407	2	False
(0.15, 0.35)	Order	379	5	False
(0.15, 0.35)	Family	376	4	False
(0.15, 0.35)	Class	372	2	False
(0.15, 0.35)	Family	329	3	False
(0.15, 0.35)	Order	321	4	False
(0.15, 0.35)	Kingdom	274	1	True
(0.15, 0.35)	Genus	252	1	False
(0.15, 0.35)	Order	227	3	False
(0.15, 0.35)	Family	218	2	False
(0.15, 0.35)	Class	215	1	False
(0.15, 0.35)	Order	181	2	False
(0.15, 0.35)	Phylum	181	1	False
(0.15, 0.35)	Order	98	1	False
(0.15, 0.35)	Family	91	1	False
(0.15, 0.35)	Kingdom	59	0	True
(0.15, 0.35)	Genus	45	0	False
(0.15, 0.35)	Class	42	0	False
(0.15, 0.35)	Phylum	40	0	False
(0.15, 0.35)	Family	33	0	False
(0.15, 0.35)	Order	10	0	False
(0.15, 0.35)	Kingdom	5	5	False
(0.15, 0.35)	Kingdom	3	3	False
(0.05, 0.15)	Species	136330	0	True
(0.05, 0.15)	Species	135057	1	True
(0.05, 0.15)	Species	66558	2	True
(0.05, 0.15)	Species	59487	1	False
(0.05, 0.15)	Species	57194	5	False
(0.05, 0.15)	Species	55457	2	False
(0.05, 0.15)	Species	47275	3	False
(0.05, 0.15)	Species	44298	4	False
(0.05, 0.15)	Species	34282	0	False
(0.05, 0.15)	Genus	29753	0	True
(0.05, 0.15)	Species	22632	3	True
(0.05, 0.15)	Genus	11774	1	True
(0.05, 0.15)	Species	6408	4	True
(0.05, 0.15)	Genus	3141	2	True
(0.05, 0.15)	Genus	2484	5	False
(0.05, 0.15)	Species	1898	5	True
(0.05, 0.15)	Genus	1802	4	False
(0.05, 0.15)	Genus	1424	3	False
(0.05, 0.15)	Genus	977	2	False
(0.05, 0.15)	Family	912	0	True
(0.05, 0.15)	Kingdom	882	5	True
(0.05, 0.15)	Phylum	683	0	True
(0.05, 0.15)	Genus	657	3	True
(0.05, 0.15)	Genus	509	1	False
(0.05, 0.15)	Phylum	485	1	True
(0.05, 0.15)	Family	475	1	True
(0.05, 0.15)	Kingdom	383	4	True
(0.05, 0.15)	Order	366	5	False
(0.05, 0.15)	Kingdom	347	1	True
(0.05, 0.15)	Phylum	339	5	False
(0.05, 0.15)	Kingdom	335	2	True
(0.05, 0.15)	Family	334	5	False
(0.05, 0.15)	Kingdom	333	3	True
(0.05, 0.15)	Kingdom	323	0	True
(0.05, 0.15)	Order	317	4	False
(0.05, 0.15)	Family	295	4	False
(0.05, 0.15)	Family	276	3	False
(0.05, 0.15)	Order	272	3	False
(0.05, 0.15)	Order	269	2	False
(0.05, 0.15)	Order	265	1	False
(0.05, 0.15)	Phylum	245	2	True
(0.05, 0.15)	Order	234	0	True
(0.05, 0.15)	Family	230	2	False
(0.05, 0.15)	Class	218	5	False
(0.05, 0.15)	Family	211	2	True
(0.05, 0.15)	Class	190	3	False
(0.05, 0.15)	Family	183	1	False
(0.05, 0.15)	Family	159	4	True
(0.05, 0.15)	Phylum	156	4	False
(0.05, 0.15)	Class	151	2	False
(0.05, 0.15)	Family	146	3	True
(0.05, 0.15)	Genus	142	4	True
(0.05, 0.15)	Class	132	4	False
(0.05, 0.15)	Phylum	124	3	True
(0.05, 0.15)	Family	118	5	True
(0.05, 0.15)	Phylum	113	3	False
(0.05, 0.15)	Order	103	1	True
(0.05, 0.15)	Class	103	0	True
(0.05, 0.15)	Genus	101	0	False
(0.05, 0.15)	Phylum	91	2	False
(0.05, 0.15)	Class	90	1	False
(0.05, 0.15)	Phylum	86	4	True
(0.05, 0.15)	Phylum	85	5	True
(0.05, 0.15)	Phylum	57	1	False
(0.05, 0.15)	Class	55	1	True
(0.05, 0.15)	Class	45	2	True
(0.05, 0.15)	Family	45	0	False
(0.05, 0.15)	Order	43	2	True
(0.05, 0.15)	Order	43	0	False
(0.05, 0.15)	Class	25	3	True
(0.05, 0.15)	Genus	23	5	True
(0.05, 0.15)	Order	12	3	True
(0.05, 0.15)	Class	11	0	False
(0.05, 0.15)	Phylum	7	0	False
(0.05, 0.15)	Class	3	4	True
(0.05, 0.15)	Kingdom	1	5	False
(0.05, 0.15)	Order	1	4	True
(0.0, 0.05)	Species	915786	0	True
(0.0, 0.05)	Species	85741	5	False
(0.0, 0.05)	Species	38388	4	False
(0.0, 0.05)	Species	37764	1	True
(0.0, 0.05)	Species	27258	3	False
(0.0, 0.05)	Species	19609	2	False
(0.0, 0.05)	Species	10984	1	False
(0.0, 0.05)	Family	4255	0	True
(0.0, 0.05)	Species	4062	2	True
(0.0, 0.05)	Genus	2336	5	False
(0.0, 0.05)	Species	2307	3	True
(0.0, 0.05)	Kingdom	1629	0	True
(0.0, 0.05)	Species	1491	4	True
(0.0, 0.05)	Genus	1316	4	False
(0.0, 0.05)	Order	1304	0	True
(0.0, 0.05)	Kingdom	1290	1	True
(0.0, 0.05)	Genus	1158	3	False
(0.0, 0.05)	Class	1114	2	False
(0.0, 0.05)	Kingdom	1056	2	True
(0.0, 0.05)	Phylum	995	0	True
(0.0, 0.05)	Genus	984	2	False
(0.0, 0.05)	Class	959	3	False
(0.0, 0.05)	Class	829	1	False
(0.0, 0.05)	Species	822	5	True
(0.0, 0.05)	Family	821	5	False
(0.0, 0.05)	Class	803	5	False
(0.0, 0.05)	Class	780	4	False
(0.0, 0.05)	Kingdom	739	3	True
(0.0, 0.05)	Genus	707	1	False
(0.0, 0.05)	Family	653	3	False
(0.0, 0.05)	Family	622	4	False
(0.0, 0.05)	Family	603	2	False
(0.0, 0.05)	Phylum	601	1	True
(0.0, 0.05)	Phylum	573	2	True
(0.0, 0.05)	Family	560	1	False
(0.0, 0.05)	Family	513	1	True
(0.0, 0.05)	Kingdom	511	5	True
(0.0, 0.05)	Kingdom	454	4	True
(0.0, 0.05)	Phylum	372	3	True
(0.0, 0.05)	Order	363	5	False
(0.0, 0.05)	Order	338	1	True
(0.0, 0.05)	Order	314	2	False
(0.0, 0.05)	Order	303	3	False
(0.0, 0.05)	Order	252	4	False
(0.0, 0.05)	Phylum	212	4	True
(0.0, 0.05)	Order	200	1	False
(0.0, 0.05)	Family	198	2	True
(0.0, 0.05)	Phylum	187	5	True
(0.0, 0.05)	Order	179	2	True
(0.0, 0.05)	Phylum	168	5	False
(0.0, 0.05)	Order	125	3	True
(0.0, 0.05)	Phylum	112	2	False
(0.0, 0.05)	Class	107	0	True
(0.0, 0.05)	Genus	104	0	True
(0.0, 0.05)	Phylum	100	3	False
(0.0, 0.05)	Class	99	0	False
(0.0, 0.05)	Phylum	97	4	False
(0.0, 0.05)	Order	84	4	True
(0.0, 0.05)	Phylum	84	1	False
(0.0, 0.05)	Family	75	3	True
(0.0, 0.05)	Class	69	5	True
(0.0, 0.05)	Class	68	1	True
(0.0, 0.05)	Class	54	4	True
(0.0, 0.05)	Class	44	3	True
(0.0, 0.05)	Class	40	2	True
(0.0, 0.05)	Family	33	0	False
(0.0, 0.05)	Order	32	5	True
(0.0, 0.05)	Family	30	4	True
(0.0, 0.05)	Species	24	0	False
(0.0, 0.05)	Family	15	5	True
(0.0, 0.05)	Order	15	0	False
(0.0, 0.05)	Genus	10	0	False
(0.0, 0.05)	Phylum	9	0	False
(0.0, 0.05)	Kingdom	1	5	False
(0.0, 0.05)	Kingdom	1	2	False
(0.0, 0.05)	Genus	1	1	True
(0.15, 0.35)	Species	39765	5	False
(0.15, 0.35)	Species	20088	4	False
(0.15, 0.35)	Species	12798	3	False
(0.15, 0.35)	Species	7275	2	False
(0.15, 0.35)	Species	2712	1	False
(0.15, 0.35)	Genus	1566	5	False
(0.15, 0.35)	Genus	930	4	False
(0.15, 0.35)	Kingdom	725	5	True
(0.15, 0.35)	Genus	689	3	False
(0.15, 0.35)	Species	539	0	False
(0.15, 0.35)	Kingdom	480	4	True
(0.15, 0.35)	Phylum	452	5	False
(0.15, 0.35)	Genus	448	2	False
(0.15, 0.35)	Kingdom	446	3	True
(0.15, 0.35)	Kingdom	433	2	True
(0.15, 0.35)	Family	336	5	False
(0.15, 0.35)	Kingdom	333	1	True
(0.15, 0.35)	Phylum	315	4	False
(0.15, 0.35)	Phylum	297	3	False
(0.15, 0.35)	Family	295	4	False
(0.15, 0.35)	Class	283	4	False
(0.15, 0.35)	Order	281	5	False
(0.15, 0.35)	Class	280	5	False
(0.15, 0.35)	Class	261	3	False
(0.15, 0.35)	Genus	251	1	False
(0.15, 0.35)	Family	235	3	False
(0.15, 0.35)	Class	225	2	False
(0.15, 0.35)	Phylum	216	2	False
(0.15, 0.35)	Order	193	3	False
(0.15, 0.35)	Order	190	4	False
(0.15, 0.35)	Class	152	1	False
(0.15, 0.35)	Family	140	2	False
(0.15, 0.35)	Order	138	2	False
(0.15, 0.35)	Phylum	134	1	False
(0.15, 0.35)	Kingdom	114	0	True
(0.15, 0.35)	Order	79	1	False
(0.15, 0.35)	Family	69	1	False
(0.15, 0.35)	Genus	52	0	False
(0.15, 0.35)	Phylum	46	0	False
(0.15, 0.35)	Class	39	0	False
(0.15, 0.35)	Family	12	0	False
(0.15, 0.35)	Order	12	0	False
(0.15, 0.35)	Kingdom	1	5	False
(0.15, 0.35)	Species	91977	5	False
(0.15, 0.35)	Species	36764	4	False
(0.15, 0.35)	Species	19425	3	False
(0.15, 0.35)	Species	9896	2	False
(0.15, 0.35)	Genus	4079	5	False
(0.15, 0.35)	Species	3946	1	False
(0.15, 0.35)	Kingdom	2578	5	True
(0.15, 0.35)	Genus	1851	4	False
(0.15, 0.35)	Kingdom	1247	4	True
(0.15, 0.35)	Species	1228	0	False
(0.15, 0.35)	Genus	1176	3	False
(0.15, 0.35)	Phylum	931	5	False
(0.15, 0.35)	Genus	903	2	False
(0.15, 0.35)	Kingdom	859	3	True
(0.15, 0.35)	Kingdom	740	2	True
(0.15, 0.35)	Kingdom	700	1	True
(0.15, 0.35)	Kingdom	665	0	True
(0.15, 0.35)	Family	606	5	False
(0.15, 0.35)	Class	486	5	False
(0.15, 0.35)	Phylum	457	4	False
(0.15, 0.35)	Order	452	5	False
(0.15, 0.35)	Genus	448	1	False
(0.15, 0.35)	Family	372	3	False
(0.15, 0.35)	Phylum	335	3	False
(0.15, 0.35)	Family	311	4	False
(0.15, 0.35)	Phylum	290	2	False
(0.15, 0.35)	Class	276	3	False
(0.15, 0.35)	Class	273	4	False
(0.15, 0.35)	Order	272	4	False
(0.15, 0.35)	Family	256	2	False
(0.15, 0.35)	Family	232	1	False
(0.15, 0.35)	Phylum	226	1	False
(0.15, 0.35)	Order	223	3	False
(0.15, 0.35)	Order	191	2	False
(0.15, 0.35)	Class	189	1	False
(0.15, 0.35)	Class	183	2	False
(0.15, 0.35)	Family	155	0	False
(0.15, 0.35)	Order	133	1	False
(0.15, 0.35)	Genus	117	0	False
(0.15, 0.35)	Class	95	0	False
(0.15, 0.35)	Phylum	63	0	False
(0.15, 0.35)	Order	22	0	False
(0.15, 0.35)	Kingdom	2	3	False
(0.15, 0.35)	Species	43871	5	False
(0.15, 0.35)	Species	27965	4	False
(0.15, 0.35)	Species	21155	3	False
(0.15, 0.35)	Species	13174	2	False
(0.15, 0.35)	Species	5331	1	False
(0.15, 0.35)	Genus	1530	5	False
(0.15, 0.35)	Genus	1217	4	False
(0.15, 0.35)	Genus	1142	3	False
(0.15, 0.35)	Species	1048	0	False
(0.15, 0.35)	Genus	959	2	False
(0.15, 0.35)	Class	612	1	True
(0.15, 0.35)	Class	565	2	True
(0.15, 0.35)	Kingdom	557	1	True
(0.15, 0.35)	Genus	538	1	False
(0.15, 0.35)	Kingdom	471	5	True
(0.15, 0.35)	Kingdom	464	4	True
(0.15, 0.35)	Kingdom	460	2	True
(0.15, 0.35)	Family	457	4	False
(0.15, 0.35)	Family	441	3	False
(0.15, 0.35)	Family	439	5	False
(0.15, 0.35)	Kingdom	434	0	True
(0.15, 0.35)	Phylum	433	1	True
(0.15, 0.35)	Class	426	3	True
(0.15, 0.35)	Family	413	2	False
(0.15, 0.35)	Phylum	402	2	True
(0.15, 0.35)	Kingdom	367	3	True
(0.15, 0.35)	Class	348	0	True
(0.15, 0.35)	Phylum	336	3	True
(0.15, 0.35)	Family	295	1	False
(0.15, 0.35)	Class	277	4	True
(0.15, 0.35)	Phylum	259	0	True
(0.15, 0.35)	Order	255	5	False
(0.15, 0.35)	Order	246	3	False
(0.15, 0.35)	Class	228	5	False
(0.15, 0.35)	Class	217	3	False
(0.15, 0.35)	Class	215	4	False
(0.15, 0.35)	Phylum	213	4	True
(0.15, 0.35)	Phylum	209	5	False
(0.15, 0.35)	Order	193	4	False
(0.15, 0.35)	Order	190	2	False
(0.15, 0.35)	Class	186	2	False
(0.15, 0.35)	Class	172	1	False
(0.15, 0.35)	Class	169	5	True
(0.15, 0.35)	Genus	167	0	False
(0.15, 0.35)	Order	146	1	False
(0.15, 0.35)	Family	134	0	False
(0.15, 0.35)	Phylum	114	5	True
(0.15, 0.35)	Phylum	106	4	False
(0.15, 0.35)	Phylum	77	2	False
(0.15, 0.35)	Class	77	0	False
(0.15, 0.35)	Phylum	71	3	False
(0.15, 0.35)	Phylum	62	1	False
(0.15, 0.35)	Order	40	0	False
(0.15, 0.35)	Order	24	0	True
(0.15, 0.35)	Order	21	2	True
(0.15, 0.35)	Order	21	1	True
(0.15, 0.35)	Order	18	3	True
(0.15, 0.35)	Phylum	8	0	False
(0.15, 0.35)	Order	7	4	True
(0.15, 0.35)	Order	5	5	True
(0.15, 0.35)	Kingdom	2	5	False
(0.15, 0.35)	Kingdom	2	3	False
(0.15, 0.35)	Kingdom	1	2	False
(0.15, 0.35)	Species	76362	5	False
(0.15, 0.35)	Species	44700	4	False
(0.15, 0.35)	Species	32286	3	False
(0.15, 0.35)	Species	19840	2	False
(0.15, 0.35)	Species	7913	1	False
(0.15, 0.35)	Genus	3038	5	False
(0.15, 0.35)	Genus	2234	4	False
(0.15, 0.35)	Genus	2158	3	False
(0.15, 0.35)	Class	1829	3	False
(0.15, 0.35)	Class	1788	2	False
(0.15, 0.35)	Genus	1640	2	False
(0.15, 0.35)	Class	1451	1	False
(0.15, 0.35)	Species	1377	0	False
(0.15, 0.35)	Class	1349	4	False
(0.15, 0.35)	Kingdom	1300	1	True
(0.15, 0.35)	Kingdom	1269	2	True
(0.15, 0.35)	Kingdom	1071	3	True
(0.15, 0.35)	Class	1069	5	False
(0.15, 0.35)	Family	987	3	False
(0.15, 0.35)	Kingdom	938	4	True
(0.15, 0.35)	Family	925	2	False
(0.15, 0.35)	Kingdom	868	0	True
(0.15, 0.35)	Genus	861	1	False
(0.15, 0.35)	Family	844	4	False
(0.15, 0.35)	Kingdom	827	5	True
(0.15, 0.35)	Species	825	3	True
(0.15, 0.35)	Family	822	5	False
(0.15, 0.35)	Species	708	4	True
(0.15, 0.35)	Species	664	2	True
(0.15, 0.35)	Species	621	5	True
(0.15, 0.35)	Order	594	2	False
(0.15, 0.35)	Order	581	3	False
(0.15, 0.35)	Family	549	1	False
(0.15, 0.35)	Order	510	5	False
(0.15, 0.35)	Order	502	4	False
(0.15, 0.35)	Phylum	453	5	False
(0.15, 0.35)	Phylum	444	3	False
(0.15, 0.35)	Class	431	0	False
(0.15, 0.35)	Phylum	394	4	False
(0.15, 0.35)	Phylum	384	2	False
(0.15, 0.35)	Order	383	1	False
(0.15, 0.35)	Species	322	1	True
(0.15, 0.35)	Phylum	254	1	False
(0.15, 0.35)	Phylum	252	2	True
(0.15, 0.35)	Genus	251	0	True
(0.15, 0.35)	Genus	207	0	False
(0.15, 0.35)	Genus	191	1	True
(0.15, 0.35)	Family	180	0	False
(0.15, 0.35)	Genus	174	2	True
(0.15, 0.35)	Phylum	122	0	True
(0.15, 0.35)	Phylum	108	3	True
(0.15, 0.35)	Phylum	107	1	True
(0.15, 0.35)	Genus	91	3	True
(0.15, 0.35)	Order	88	0	False
(0.15, 0.35)	Species	82	0	True
(0.15, 0.35)	Genus	59	4	True
(0.15, 0.35)	Phylum	55	0	False
(0.15, 0.35)	Phylum	39	4	True
(0.15, 0.35)	Phylum	36	5	True
(0.15, 0.35)	Order	21	1	True
(0.15, 0.35)	Order	16	0	True
(0.15, 0.35)	Order	10	2	True
(0.15, 0.35)	Genus	7	5	True
(0.15, 0.35)	Order	6	4	True
(0.15, 0.35)	Class	5	2	True
(0.15, 0.35)	Kingdom	3	2	False
(0.15, 0.35)	Order	1	3	True
(0.15, 0.35)	Species	33698	5	False
(0.15, 0.35)	Species	19533	4	False
(0.15, 0.35)	Species	12452	3	False
(0.15, 0.35)	Species	6481	2	False
(0.15, 0.35)	Species	2164	1	False
(0.15, 0.35)	Genus	1338	5	False
(0.15, 0.35)	Genus	907	4	False
(0.15, 0.35)	Genus	690	3	False
(0.15, 0.35)	Kingdom	648	5	True
(0.15, 0.35)	Genus	444	2	False
(0.15, 0.35)	Kingdom	414	4	True
(0.15, 0.35)	Kingdom	395	3	True
(0.15, 0.35)	Species	380	0	False
(0.15, 0.35)	Kingdom	363	2	True
(0.15, 0.35)	Kingdom	339	1	True
(0.15, 0.35)	Family	309	5	False
(0.15, 0.35)	Phylum	290	5	False
(0.15, 0.35)	Phylum	276	4	False
(0.15, 0.35)	Class	243	5	False
(0.15, 0.35)	Family	241	3	False
(0.15, 0.35)	Class	241	3	False
(0.15, 0.35)	Kingdom	241	0	True
(0.15, 0.35)	Family	239	0	False
(0.15, 0.35)	Genus	236	1	False
(0.15, 0.35)	Order	233	5	False
(0.15, 0.35)	Family	228	4	False
(0.15, 0.35)	Class	220	4	False
(0.15, 0.35)	Family	214	2	False
(0.15, 0.35)	Order	197	4	False
(0.15, 0.35)	Phylum	183	3	False
(0.15, 0.35)	Family	172	1	False
(0.15, 0.35)	Phylum	156	2	False
(0.15, 0.35)	Order	148	3	False
(0.15, 0.35)	Genus	121	0	False
(0.15, 0.35)	Order	119	2	False
(0.15, 0.35)	Class	115	2	False
(0.15, 0.35)	Class	111	1	False
(0.15, 0.35)	Phylum	91	1	False
(0.15, 0.35)	Order	86	1	False
(0.15, 0.35)	Phylum	61	0	False
(0.15, 0.35)	Order	59	0	False
(0.15, 0.35)	Class	34	0	False
(0.15, 0.35)	Phylum	16	5	True
(0.15, 0.35)	Phylum	10	4	True
(0.15, 0.35)	Class	8	1	True
(0.15, 0.35)	Phylum	7	3	True
(0.15, 0.35)	Class	5	0	True
(0.15, 0.35)	Kingdom	2	5	False
(0.15, 0.35)	Class	2	2	True
(0.15, 0.35)	Kingdom	1	1	False
(0.15, 0.35)	Phylum	1	0	True
(0.0, 0.05)	Phylum	1187713	0	True
(0.0, 0.05)	Phylum	52685	1	True
(0.0, 0.05)	Species	45855	5	False
(0.0, 0.05)	Species	27382	4	False
(0.0, 0.05)	Species	26762	1	False
(0.0, 0.05)	Species	24366	2	False
(0.0, 0.05)	Species	24065	3	False
(0.0, 0.05)	Family	9292	0	True
(0.0, 0.05)	Species	9051	0	True
(0.0, 0.05)	Family	7262	1	True
(0.0, 0.05)	Kingdom	4544	0	True
(0.0, 0.05)	Phylum	4023	2	True
(0.0, 0.05)	Family	2395	2	True
(0.0, 0.05)	Genus	2150	5	False
(0.0, 0.05)	Genus	1868	1	False
(0.0, 0.05)	Kingdom	1442	1	True
(0.0, 0.05)	Genus	1345	4	False
(0.0, 0.05)	Genus	1323	2	False
(0.0, 0.05)	Phylum	1284	3	True
(0.0, 0.05)	Genus	1245	3	False
(0.0, 0.05)	Genus	1133	1	True
(0.0, 0.05)	Kingdom	903	5	True
(0.0, 0.05)	Genus	837	0	True
(0.0, 0.05)	Species	796	1	True
(0.0, 0.05)	Family	738	3	True
(0.0, 0.05)	Kingdom	676	2	True
(0.0, 0.05)	Genus	640	2	True
(0.0, 0.05)	Phylum	598	4	True
(0.0, 0.05)	Species	538	0	False
(0.0, 0.05)	Kingdom	533	4	True
(0.0, 0.05)	Genus	485	0	False
(0.0, 0.05)	Order	463	1	False
(0.0, 0.05)	Kingdom	432	3	True
(0.0, 0.05)	Family	424	1	False
(0.0, 0.05)	Order	372	2	False
(0.0, 0.05)	Family	365	2	False
(0.0, 0.05)	Family	360	5	False
(0.0, 0.05)	Family	354	3	False
(0.0, 0.05)	Phylum	353	5	True
(0.0, 0.05)	Family	319	4	False
(0.0, 0.05)	Order	304	4	False
(0.0, 0.05)	Order	299	3	False
(0.0, 0.05)	Genus	295	3	True
(0.0, 0.05)	Order	265	5	False
(0.0, 0.05)	Species	231	2	True
(0.0, 0.05)	Phylum	221	5	False
(0.0, 0.05)	Family	216	4	True
(0.0, 0.05)	Class	214	5	False
(0.0, 0.05)	Phylum	158	4	False
(0.0, 0.05)	Class	146	2	False
(0.0, 0.05)	Class	134	3	False
(0.0, 0.05)	Order	131	0	False
(0.0, 0.05)	Class	129	4	False
(0.0, 0.05)	Genus	121	4	True
(0.0, 0.05)	Class	107	1	False
(0.0, 0.05)	Family	104	0	False
(0.0, 0.05)	Family	99	5	True
(0.0, 0.05)	Phylum	95	2	False
(0.0, 0.05)	Phylum	88	3	False
(0.0, 0.05)	Order	74	0	True
(0.0, 0.05)	Species	73	3	True
(0.0, 0.05)	Phylum	65	1	False
(0.0, 0.05)	Genus	52	5	True
(0.0, 0.05)	Species	49	4	True
(0.0, 0.05)	Order	33	1	True
(0.0, 0.05)	Species	21	5	True
(0.0, 0.05)	Class	19	0	False
(0.0, 0.05)	Class	17	1	True
(0.0, 0.05)	Order	13	2	True
(0.0, 0.05)	Order	10	3	True
(0.0, 0.05)	Phylum	6	0	False
(0.0, 0.05)	Class	4	2	True
(0.0, 0.05)	Class	2	0	True
(0.0, 0.05)	Order	1	4	True
(0.0, 0.05)	Class	1	3	True
(0.05, 0.15)	Species	109916	5	False
(0.05, 0.15)	Species	68079	4	False
(0.05, 0.15)	Species	60211	3	False
(0.05, 0.15)	Species	54362	2	False
(0.05, 0.15)	Species	41130	1	False
(0.05, 0.15)	Species	25910	0	False
(0.05, 0.15)	Genus	4341	5	False
(0.05, 0.15)	Genus	2783	4	False
(0.05, 0.15)	Kingdom	2673	5	True
(0.05, 0.15)	Genus	2480	3	False
(0.05, 0.15)	Genus	1938	2	False
(0.05, 0.15)	Genus	1629	1	False
(0.05, 0.15)	Genus	1614	0	False
(0.05, 0.15)	Kingdom	1539	4	True
(0.05, 0.15)	Kingdom	1236	3	True
(0.05, 0.15)	Kingdom	1208	2	True
(0.05, 0.15)	Kingdom	1200	1	True
(0.05, 0.15)	Kingdom	932	0	True
(0.05, 0.15)	Phylum	781	5	False
(0.05, 0.15)	Family	713	5	False
(0.05, 0.15)	Family	614	3	False
(0.05, 0.15)	Family	591	2	False
(0.05, 0.15)	Family	584	4	False
(0.05, 0.15)	Class	572	5	False
(0.05, 0.15)	Order	540	5	False
(0.05, 0.15)	Class	519	4	False
(0.05, 0.15)	Class	475	3	False
(0.05, 0.15)	Family	437	1	False
(0.05, 0.15)	Class	409	2	False
(0.05, 0.15)	Class	409	0	True
(0.05, 0.15)	Phylum	399	4	False
(0.05, 0.15)	Order	371	4	False
(0.05, 0.15)	Class	362	1	True
(0.05, 0.15)	Phylum	347	0	True
(0.05, 0.15)	Order	323	3	False
(0.05, 0.15)	Class	315	2	True
(0.05, 0.15)	Order	281	2	False
(0.05, 0.15)	Class	278	1	False
(0.05, 0.15)	Phylum	269	2	False
(0.05, 0.15)	Phylum	265	3	False
(0.05, 0.15)	Phylum	237	1	True
(0.05, 0.15)	Order	234	1	False
(0.05, 0.15)	Phylum	216	2	True
(0.05, 0.15)	Class	198	3	True
(0.05, 0.15)	Class	191	4	True
(0.05, 0.15)	Family	179	0	True
(0.05, 0.15)	Phylum	163	1	False
(0.05, 0.15)	Class	127	5	True
(0.05, 0.15)	Order	84	0	False
(0.05, 0.15)	Phylum	83	3	True
(0.05, 0.15)	Family	74	0	False
(0.05, 0.15)	Phylum	68	4	True
(0.05, 0.15)	Family	60	3	True
(0.05, 0.15)	Class	53	0	False
(0.05, 0.15)	Family	49	2	True
(0.05, 0.15)	Phylum	42	5	True
(0.05, 0.15)	Family	41	1	True
(0.05, 0.15)	Phylum	27	0	False
(0.05, 0.15)	Family	17	4	True
(0.05, 0.15)	Family	10	5	True
(0.05, 0.15)	Kingdom	5	1	False
(0.05, 0.15)	Species	75354	5	False
(0.05, 0.15)	Species	71512	0	False
(0.05, 0.15)	Species	69324	3	False
(0.05, 0.15)	Species	67122	2	False
(0.05, 0.15)	Species	64430	4	False
(0.05, 0.15)	Species	58051	1	False
(0.05, 0.15)	Genus	15353	0	True
(0.05, 0.15)	Genus	5405	3	False
(0.05, 0.15)	Genus	5396	1	True
(0.05, 0.15)	Genus	5126	2	False
(0.05, 0.15)	Order	4999	0	True
(0.05, 0.15)	Genus	4861	4	False
(0.05, 0.15)	Genus	4399	5	False
(0.05, 0.15)	Genus	3573	1	False
(0.05, 0.15)	Order	2543	1	True
(0.05, 0.15)	Genus	2371	2	True
(0.05, 0.15)	Order	1723	2	True
(0.05, 0.15)	Order	1148	3	True
(0.05, 0.15)	Genus	1028	0	False
(0.05, 0.15)	Genus	993	3	True
(0.05, 0.15)	Kingdom	921	5	True
(0.05, 0.15)	Order	914	4	True
(0.05, 0.15)	Phylum	853	0	True
(0.05, 0.15)	Family	839	1	False
(0.05, 0.15)	Family	813	2	False
(0.05, 0.15)	Family	760	3	False
(0.05, 0.15)	Kingdom	751	0	True
(0.05, 0.15)	Order	689	5	True
(0.05, 0.15)	Kingdom	640	1	True
(0.05, 0.15)	Family	550	4	False
(0.05, 0.15)	Kingdom	532	2	True
(0.05, 0.15)	Kingdom	527	4	True
(0.05, 0.15)	Family	501	5	False
(0.05, 0.15)	Genus	480	4	True
(0.05, 0.15)	Kingdom	436	3	True
(0.05, 0.15)	Phylum	432	1	True
(0.05, 0.15)	Family	412	0	False
(0.05, 0.15)	Phylum	301	5	False
(0.05, 0.15)	Phylum	261	2	True
(0.05, 0.15)	Genus	211	5	True
(0.05, 0.15)	Class	186	5	False
(0.05, 0.15)	Order	171	5	False
(0.05, 0.15)	Phylum	164	3	True
(0.05, 0.15)	Phylum	143	4	False
(0.05, 0.15)	Class	115	3	False
(0.05, 0.15)	Class	112	4	False
(0.05, 0.15)	Phylum	104	4	True
(0.05, 0.15)	Order	99	3	False
(0.05, 0.15)	Order	98	4	False
(0.05, 0.15)	Phylum	94	2	False
(0.05, 0.15)	Phylum	92	3	False
(0.05, 0.15)	Phylum	87	5	True
(0.05, 0.15)	Order	80	2	False
(0.05, 0.15)	Phylum	56	1	False
(0.05, 0.15)	Class	54	2	False
(0.05, 0.15)	Class	41	1	True
(0.05, 0.15)	Order	35	1	False
(0.05, 0.15)	Class	32	1	False
(0.05, 0.15)	Class	25	2	True
(0.05, 0.15)	Class	25	0	True
(0.05, 0.15)	Class	17	3	True
(0.05, 0.15)	Class	12	0	False
(0.05, 0.15)	Class	9	4	True
(0.05, 0.15)	Family	9	0	True
(0.05, 0.15)	Family	4	2	True
(0.05, 0.15)	Phylum	4	0	False
(0.05, 0.15)	Family	2	3	True
(0.05, 0.15)	Order	2	0	False
(0.05, 0.15)	Family	1	4	True
(0.05, 0.15)	Family	1	1	True
(0.15, 0.35)	Species	82793	5	False
